State,District,censuscode,Out_num_ac,Out_amt,NPA_num_ac,NPA_amt,per_NPA_num_ac,per_NPA_amt
Rajasthan,JODHPUR,113,935.00,621.70,49.00,17.49,5.24,2.81
Rajasthan,KARAULI,107,733.00,291.25,327.00,115.19,44.61,39.55
Rajasthan,KOTA,127,3203.00,3136.27,61.00,42.20,1.90,1.35
Rajasthan,NAGAUR,112,1068.00,1181.38,48.00,32.75,4.49,2.77
Rajasthan,PALI,118,1056.00,633.55,58.00,28.38,5.49,4.48
Rajasthan,PRATAPGARH,131,649.00,355.67,9.00,3.30,1.39,0.93
Rajasthan,RAJSAMAND,123,1571.00,1070.16,73.00,28.79,4.65,2.69
Rajasthan,SAWAI MADHOPUR,108,853.00,441.86,271.00,111.53,31.77,25.24
Rajasthan,SIKAR,111,1295.00,631.22,45.00,26.24,3.47,4.16
Rajasthan,SIROHI,117,461.00,143.53,30.00,15.50,6.51,10.80
Rajasthan,TONK,120,1465.00,872.60,94.00,45.64,6.42,5.23
Rajasthan,UDAIPUR,130,2088.00,1087.76,72.00,40.99,3.45,3.77
Tamil Nadu,ARIYALUR,412,560.54,11.00,7.23,2.67,1.29,616.00
Tamil Nadu,COIMBATORE,632,9311.00,19016.00,515.00,505.14,5.53,2.66
Tamil Nadu,CUDDALORE,617,10468.00,14558.01,523.00,471.71,5.00,3.24
Tamil Nadu,DHARMAPURI,630,20251.00,47583.16,517.00,778.91,2.55,1.64
Tamil Nadu,DINDIGUL,612,7029.00,11272.53,532.00,648.86,7.57,5.76
Tamil Nadu,ERODE,610,5474.00,9996.16,276.00,268.96,5.04,2.69
Tamil Nadu,KANCHIPURAM,604,11140.00,18940.14,622.00,515.49,5.58,2.72
Tamil Nadu,KANNIYAKUMARI,629,11357.00,25925.98,358.00,495.38,3.15,1.91
Tamil Nadu,KARUR,613,4640.00,8526.19,146.00,309.44,3.15,3.63
Tamil Nadu,KRISHNAGIRI,631,28786.00,56828.24,463.00,671.76,1.61,1.18
Tamil Nadu,MADURAI,623,8811.00,13429.78,634.00,626.46,7.20,4.66
Tamil Nadu,NAGAPATTINAM,618,5627.00,8029.94,251.00,228.32,4.46,2.84
Tamil Nadu,NAMAKKAL,609,3843.00,7960.98,130.00,143.56,3.38,1.80
Tamil Nadu,PERAMBALUR,615,2923.00,4884.86,171.00,83.59,5.85,1.71
Tamil Nadu,PUDUKKOTTAI,621,3991.00,6672.64,314.00,459.83,7.87,6.89
Tamil Nadu,RAMANATHAPURAM,626,5441.00,9075.01,250.00,262.01,4.59,2.89
Tamil Nadu,SALEM,608,9258.00,22812.03,285.00,330.31,3.08,1.45
Tamil Nadu,SIVAGANGAI,622,4240.00,6928.64,428.00,398.33,10.09,5.75
Tamil Nadu,THANJAVUR,620,8294.00,15967.99,452.00,477.48,5.45,2.99
Tamil Nadu,THENI,624,3939.00,7174.29,332.00,209.64,8.43,2.92
Tamil Nadu,THE NILGIRIS,611,2004.00,4718.90,342.00,344.52,17.07,7.30
Tamil Nadu,THIRUVALLUR,602,11709.00,20230.56,573.00,549.88,4.89,2.72
Tamil Nadu,THIRUVARUR,619,3473.00,6747.13,135.00,111.10,3.89,1.65
Tamil Nadu,THOOTHUKKUDI,627,5763.00,9641.39,277.00,152.54,4.81,1.58
Tamil Nadu,TIRUCHIRAPPALLI,614,7259.00,13780.50,580.00,988.74,7.99,7.17
Tamil Nadu,TIRUNELVELI,628,8403.00,13799.07,357.00,280.12,4.25,2.03
Tamil Nadu,TIRUPPUR,633,2350.00,3353.13,41.00,22.24,1.74,0.66
Tamil Nadu,TIRUVANNAMALAI,606,6548.00,12161.95,246.00,298.19,3.76,2.45
Tamil Nadu,VELLORE,605,11876.00,21187.95,579.00,462.18,4.88,2.18
Tamil Nadu,VILLUPURAM,607,9585.00,16508.17,367.00,436.31,3.83,2.64
Tamil Nadu,VIRUDHUNAGAR,625,3677.00,5396.08,416.00,379.74,11.31,7.04
Chhattisgarh,BASTAR,414,3837.00,2515.27,320.00,114.14,8.34,4.54
Chhattisgarh,BIJAPUR,417,161.00,57.54,25.00,12.91,15.53,22.43
Chhattisgarh,BILASPUR,406,1378.00,850.85,118.00,79.72,8.56,9.37
Chhattisgarh,DANTEWADA,416,789.00,326.99,54.00,26.02,6.84,7.96
Chhattisgarh,DHAMTARI,412,2054.00,1254.44,37.00,29.63,1.80,2.36
Chhattisgarh,DURG,409,1145.00,613.17,29.00,39.06,2.53,6.37
Chhattisgarh,GARIYABAND,645,1935.00,1147.20,52.00,34.65,2.69,3.02
Chhattisgarh,JANJGIR - CHAMPA,405,1350.00,962.50,98.00,70.88,7.26,7.36
Chhattisgarh,JASHPUR,402,1513.00,629.37,46.00,23.15,3.04,3.68
Chhattisgarh,KANKER,413,3085.00,1421.96,74.00,45.96,2.40,3.23
Chhattisgarh,KORBA,404,1245.00,633.78,163.00,76.38,13.09,12.05
Chhattisgarh,KORIYA,400,959.00,532.68,64.00,25.05,6.67,4.70
Chhattisgarh,MAHASAMUND,411,1058.00,795.30,147.00,92.23,13.89,11.60
Chhattisgarh,NARAYANPUR,415,237.00,78.36,26.00,7.31,10.97,9.33
Chhattisgarh,RAIGAD,403,1942.00,1542.49,93.00,67.43,4.79,4.37
Chhattisgarh,RAIPUR,410,2870.00,1920.80,83.00,64.58,2.89,3.36
Chhattisgarh,RAJNANDGAON,408,6030.00,2669.20,192.00,57.78,3.18,2.16
Chhattisgarh,SURGUJA,401,3214.00,2137.13,17.00,17.34,0.53,0.81
Madhya Pradesh,ALIRAJPUR,465,1672.00,826.24,9.00,0.00,0.54,0.00
Madhya Pradesh,ANUPPUR,461,1356.00,533.25,23.00,8.69,1.70,1.63
Madhya Pradesh,ASHOKNAGAR,459,117.00,43.61,61.00,22.26,52.14,51.04
Madhya Pradesh,BALAGHAT,457,883.00,262.06,239.00,66.14,27.07,25.24
Madhya Pradesh,BARWANI,441,2415.00,1269.01,57.00,23.68,2.36,1.87
Madhya Pradesh,BETUL,447,453.00,188.30,49.00,32.53,10.82,17.28
Madhya Pradesh,BHIND,420,76.00,44.68,17.00,10.36,22.37,23.19
Madhya Pradesh,BHOPAL,444,1288.00,1320.32,246.00,140.79,19.10,10.66
Madhya Pradesh,BURHANPUR,467,216.00,106.65,44.00,41.25,20.37,38.68
Madhya Pradesh,CHHATARPUR,425,1291.00,479.76,227.00,55.51,17.58,11.57
Madhya Pradesh,CHHINDWARA,455,720.00,353.37,162.00,51.11,22.50,14.46
Madhya Pradesh,DAMOH,428,1462.00,1548.34,136.00,81.04,9.30,5.23
Madhya Pradesh,DATIA,422,74.00,23.64,5.00,4.32,6.76,18.28
Madhya Pradesh,DEWAS,437,1457.00,1266.46,101.00,51.92,6.93,4.10
Madhya Pradesh,DHAR,438,3465.00,1707.75,101.00,75.81,2.91,4.44
Madhya Pradesh,DINDORI,453,1150.00,518.59,108.00,66.03,9.39,12.73
Madhya Pradesh,GUNA,458,921.00,423.52,410.00,229.90,44.52,54.28
Madhya Pradesh,GWALIOR,421,450.00,272.13,41.00,45.39,9.11,16.68
Madhya Pradesh,HARDA,448,131.00,53.27,14.00,5.15,10.69,9.67
Madhya Pradesh,HOSHANGABAD,449,776.00,608.36,162.00,205.62,20.88,33.80
Madhya Pradesh,INDORE,439,1257.00,907.94,50.00,35.32,3.98,3.89
Madhya Pradesh,JABALPUR,451,988.00,875.55,237.00,115.01,23.99,13.14
Madhya Pradesh,JHABUA,464,3320.00,3082.43,159.00,83.98,4.79,2.72
Madhya Pradesh,KATNI,450,1736.00,1157.82,111.00,58.29,6.39,5.03
Madhya Pradesh,KHANDWA (EAST NIMAR),466,378.00,187.28,26.00,17.65,6.88,9.42
Madhya Pradesh,KHARGONE (WEST NIMAR),440,848.00,646.36,88.00,88.72,10.38,13.73
Madhya Pradesh,MANDLA,454,2599.00,1066.65,163.00,53.95,6.27,5.06
Madhya Pradesh,MANDSAUR,433,487.00,380.46,86.00,74.38,17.66,19.55
Madhya Pradesh,MORENA,419,135.00,164.05,66.00,60.15,48.89,36.67
Madhya Pradesh,NARSINGHPUR,452,1295.00,744.36,225.00,164.21,17.37,22.06
Madhya Pradesh,NEEMUCH,432,278.00,163.85,48.00,28.13,17.27,17.17
Madhya Pradesh,PANNA,426,1550.00,399.53,204.00,83.54,13.16,20.91
Madhya Pradesh,RAISEN,446,636.00,292.55,111.00,71.58,17.45,24.47
Madhya Pradesh,RAJGARH,442,1268.00,634.63,203.00,136.60,16.01,21.52
Madhya Pradesh,RATLAM,434,329.00,289.01,116.00,90.67,35.26,31.37
Madhya Pradesh,REWA,430,1541.00,684.84,296.00,115.38,19.21,16.85
Madhya Pradesh,SAGAR,427,1548.00,683.06,379.00,199.71,24.48,29.24
Madhya Pradesh,SATNA,429,802.00,768.47,97.00,47.65,12.09,6.20
Madhya Pradesh,SEHORE,445,362.00,230.44,98.00,61.02,27.07,26.48
Madhya Pradesh,SEONI,456,844.00,320.84,236.00,91.10,27.96,28.39
Madhya Pradesh,SHAHDOL,460,2516.00,1491.27,39.00,18.29,1.55,1.23
Madhya Pradesh,SHAJAPUR,436,827.00,500.07,95.00,95.01,11.49,19.00
Madhya Pradesh,SHEOPUR,418,1368.00,285.87,123.00,60.84,8.99,21.28
Madhya Pradesh,SHIVPURI,423,1735.00,477.19,243.00,93.22,14.01,19.54
Madhya Pradesh,SIDHI,462,1126.00,363.47,172.00,83.30,15.28,22.92
Madhya Pradesh,SINGRAULI,463,230.00,273.83,52.00,34.23,22.61,12.50
Madhya Pradesh,TIKAMGARH,424,1594.00,565.75,316.00,105.34,19.82,18.62
Madhya Pradesh,UJJAIN,435,870.00,533.16,152.00,52.49,17.47,9.85
Madhya Pradesh,UMARIA,431,143.00,46.82,47.00,14.42,32.87,30.80
Madhya Pradesh,VIDISHA,443,881.00,383.72,85.00,68.38,9.65,17.82
